City,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,WindSpeed,Rainfall,Pressure,AQI
Delhi,2024-03-11 13:00:00,66.16,101.46,47.56,8.23,0.86,48.36,29.7,37.6,6.0,0.0,1014.8,149
Indore,2024-03-11 14:00:00,125.06,204.06,79.25,23.35,1.32,35.17,43.5,52.0,10.1,0.0,1008.7,284
Bengaluru,2024-03-11 15:00:00,197.56,346.83,58.99,9.92,1.61,24.88,22.9,65.5,7.4,0.0,1012.8,440
Bengaluru,2024-03-11 16:00:00,79.99,130.2,72.58,20.98,1.66,33.81,28.0,48.3,8.5,0.0,1007.7,188
Delhi,2024-03-11 17:00:00,92.89,153.52,57.56,21.67,2.49,57.81,20.4,71.8,6.6,3.0,1012.5,212
Bhopal,2024-03-11 18:00:00,140.56,225.94,36.62,26.2,1.63,61.59,27.6,44.3,4.1,3.0,1004.2,302
Bengaluru,2024-03-11 19:00:00,127.18,180.66,49.87,32.47,1.98,9.72,21.5,72.2,6.7,3.0,1004.4,268
Bhopal,2024-03-11 20:00:00,134.03,200.12,51.78,10.45,1.43,53.27,34.3,79.0,4.2,15.0,1008.9,287
Indore,2024-03-11 21:00:00,139.57,222.86,32.97,19.63,2.24,41.5,28.0,74.2,4.0,0.0,1015.7,299
Delhi,2024-03-11 22:00:00,145.39,221.59,41.85,18.07,2.6,50.94,20.5,52.5,11.4,0.0,1013.2,309
Indore,2024-03-11 23:00:00,164.39,242.1,44.71,23.04,1.67,30.29,32.9,24.0,6.2,0.0,1007.4,344
Pune,2024-03-12 00:00:00,136.39,218.45,73.69,21.51,0.9,13.24,28.3,67.3,5.1,0.0,1005.2,305
Indore,2024-03-12 01:00:00,110.35,168.74,14.71,17.53,1.13,46.18,33.7,56.0,12.7,0.0,1018.2,229
Mumbai,2024-03-12 02:00:00,146.9,220.83,67.29,16.91,1.54,24.83,19.0,42.3,10.1,0.0,1020.2,318
Delhi,2024-03-12 03:00:00,196.0,310.77,33.01,12.18,1.63,18.56,29.6,49.1,6.3,15.0,1015.0,414
Mumbai,2024-03-12 04:00:00,114.69,166.69,26.05,26.92,1.75,19.54,32.4,81.0,8.9,3.0,1014.1,238
Indore,2024-03-12 05:00:00,81.02,143.49,66.88,23.21,1.63,46.41,24.0,39.8,6.7,0.0,999.2,194
Bhopal,2024-03-12 06:00:00,164.28,287.02,59.71,26.42,1.4,39.95,18.2,65.5,5.3,15.0,1015.6,369
Delhi,2024-03-12 07:00:00,115.18,193.86,68.07,17.83,1.08,48.95,26.7,61.5,9.0,0.0,1021.5,263
Delhi,2024-03-12 08:00:00,33.09,47.74,60.81,15.4,1.6,47.37,35.6,52.3,6.5,0.0,1018.4,84
Bengaluru,2024-03-12 09:00:00,153.9,263.22,80.96,12.45,2.33,32.11,34.9,68.3,7.7,3.0,1018.1,350
Bhopal,2024-03-12 10:00:00,98.59,169.88,56.94,22.51,1.91,37.01,24.0,84.1,10.8,0.0,1002.1,227
Pune,2024-03-12 11:00:00,116.38,198.67,45.5,12.72,1.67,30.84,18.0,53.3,10.4,0.0,1007.8,260
Bhopal,2024-03-12 12:00:00,133.28,192.67,53.49,32.94,1.91,35.06,24.0,54.1,5.7,0.0,1011.1,283
Indore,2024-03-12 13:00:00,127.62,211.54,67.9,10.85,1.21,24.46,23.7,68.0,9.1,0.0,1007.7,288
Indore,2024-03-12 14:00:00,148.38,257.25,35.53,21.92,1.15,43.47,30.1,72.7,3.9,0.0,1005.0,327
Indore,2024-03-12 15:00:00,102.58,167.3,37.57,30.97,1.03,53.05,26.3,56.0,8.9,0.0,1014.5,225
Bengaluru,2024-03-12 16:00:00,140.52,233.07,43.06,24.19,1.34,26.57,21.7,53.1,8.0,0.0,1018.0,308
Bhopal,2024-03-12 17:00:00,109.62,173.56,14.33,21.23,1.19,55.94,34.7,22.5,8.7,0.0,1003.6,230
Mumbai,2024-03-12 18:00:00,149.55,241.0,50.21,13.22,2.0,39.59,28.0,45.6,6.5,0.0,1018.2,325
Bhopal,2024-03-12 19:00:00,144.61,204.45,17.82,10.33,1.16,41.38,30.0,39.8,14.2,0.0,1013.3,293
Mumbai,2024-03-12 20:00:00,82.58,136.72,48.85,25.39,1.0,14.21,14.9,69.0,4.6,0.0,1021.7,188
Delhi,2024-03-12 21:00:00,163.44,234.14,61.84,30.54,2.37,12.7,10.0,54.1,10.6,0.0,1016.8,345
Mumbai,2024-03-12 22:00:00,98.56,155.14,40.37,16.93,1.17,40.02,16.9,53.5,4.2,15.0,1012.8,215
Delhi,2024-03-12 23:00:00,152.32,231.08,74.83,12.03,1.48,49.06,23.6,57.9,9.1,0.0,1012.8,332
Pune,2024-03-13 00:00:00,134.69,217.95,24.63,2.79,1.63,28.6,31.0,44.1,9.3,0.0,1012.0,287
Pune,2024-03-13 01:00:00,193.53,281.27,67.06,13.13,0.83,61.38,10.6,82.9,7.7,15.0,1022.9,408
Indore,2024-03-13 02:00:00,111.06,186.21,58.8,19.2,2.02,48.29,38.1,78.8,5.9,0.0,1015.7,251
Bhopal,2024-03-13 03:00:00,106.03,182.16,20.54,31.19,1.72,25.28,28.2,83.9,8.0,3.0,1009.8,231
Indore,2024-03-13 04:00:00,119.22,174.7,91.37,24.71,2.18,38.43,36.5,68.9,8.4,15.0,1015.4,267
Bhopal,2024-03-13 05:00:00,107.87,155.52,46.98,22.14,1.06,72.68,20.8,57.5,13.2,3.0,1014.8,230
Mumbai,2024-03-13 06:00:00,152.0,221.64,33.96,17.2,1.45,20.6,30.5,83.8,4.7,0.0,1009.5,315
Bhopal,2024-03-13 07:00:00,55.35,96.91,25.49,15.92,1.42,45.4,27.6,47.1,5.7,3.0,1007.1,126
Mumbai,2024-03-13 08:00:00,77.85,125.44,44.48,29.84,1.53,33.48,32.7,44.1,8.4,0.0,1019.1,175
Bhopal,2024-03-13 09:00:00,77.29,122.65,45.96,21.41,0.67,47.9,25.4,48.4,6.7,0.0,1010.4,173
Delhi,2024-03-13 10:00:00,158.01,227.96,49.64,5.28,1.46,55.74,30.3,66.4,7.2,0.0,1010.1,331
Mumbai,2024-03-13 11:00:00,188.42,312.75,43.24,15.29,0.69,32.59,34.7,45.8,10.9,0.0,1015.5,408
Indore,2024-03-13 12:00:00,115.82,202.36,58.13,13.99,1.58,53.66,22.4,55.5,0.5,0.0,1008.9,265
Indore,2024-03-13 13:00:00,113.25,196.06,41.8,16.18,0.34,69.1,28.7,32.4,5.6,0.0,1013.4,254
Indore,2024-03-13 14:00:00,122.8,202.68,17.04,23.94,0.47,38.93,13.8,65.7,1.9,0.0,1009.7,262
Indore,2024-03-13 15:00:00,166.48,238.08,45.61,19.25,1.81,48.99,31.9,33.7,3.7,0.0,996.5,346
Delhi,2024-03-13 16:00:00,82.91,119.8,10.12,19.46,1.13,29.73,40.7,43.1,15.2,0.0,1014.3,169
Delhi,2024-03-13 17:00:00,129.53,183.9,53.66,29.19,0.91,38.27,18.3,77.5,9.4,0.0,1013.6,274
Bengaluru,2024-03-13 18:00:00,159.01,238.99,32.33,15.12,2.04,35.53,26.4,76.9,10.5,0.0,1014.1,332
Bengaluru,2024-03-13 19:00:00,140.04,203.66,50.61,33.05,1.56,49.16,33.2,64.0,7.2,0.0,999.5,296
Bengaluru,2024-03-13 20:00:00,127.58,191.89,69.03,15.3,1.84,54.87,27.2,62.4,9.9,0.0,1003.9,279
Pune,2024-03-13 21:00:00,160.04,248.71,32.82,20.62,1.32,36.46,28.2,49.5,1.8,0.0,1019.0,338
Bengaluru,2024-03-13 22:00:00,15.0,26.66,64.98,18.03,2.74,59.47,24.3,45.6,10.8,0.0,1012.4,52
Bhopal,2024-03-13 23:00:00,147.12,241.88,41.07,20.86,1.1,59.42,24.0,52.2,4.9,0.0,1000.6,320
Pune,2024-03-14 00:00:00,93.84,162.71,76.05,23.11,2.27,49.86,26.4,33.8,5.8,0.0,1012.5,223
Mumbai,2024-03-14 01:00:00,46.77,78.78,42.16,23.04,1.37,30.78,27.3,62.0,9.1,3.0,1002.6,111
Indore,2024-03-14 02:00:00,140.45,202.95,34.55,14.73,0.57,29.43,18.7,58.8,8.5,0.0,1008.6,291
Bhopal,2024-03-14 03:00:00,174.95,296.42,59.0,12.14,1.64,26.63,26.5,43.1,7.8,3.0,1013.5,387
Pune,2024-03-14 04:00:00,114.5,172.9,41.03,37.52,1.56,51.29,38.0,83.1,3.1,0.0,1013.5,245
Delhi,2024-03-14 05:00:00,158.11,261.78,34.54,16.61,0.87,21.04,24.1,67.7,7.8,0.0,1018.0,342
Indore,2024-03-14 06:00:00,184.49,283.45,40.35,24.89,0.94,47.48,18.3,69.1,10.6,0.0,1014.8,389
Mumbai,2024-03-14 07:00:00,172.6,310.51,47.29,8.75,1.39,22.86,25.9,50.2,5.8,15.0,1015.2,387
Mumbai,2024-03-14 08:00:00,185.6,279.4,69.47,18.04,1.57,49.53,22.0,58.0,11.7,0.0,1009.7,397
Delhi,2024-03-14 09:00:00,149.69,226.27,17.05,19.11,0.16,38.24,17.6,68.0,4.7,0.0,1006.9,309
Indore,2024-03-14 10:00:00,123.02,218.02,48.37,23.31,1.93,56.67,28.0,60.4,7.5,0.0,1012.3,279
Bengaluru,2024-03-14 11:00:00,55.92,78.84,58.0,2.0,1.15,53.98,22.0,83.6,12.4,0.0,1018.1,128
Indore,2024-03-14 12:00:00,110.16,184.92,51.1,21.16,0.73,58.09,22.6,54.7,5.3,0.0,1017.0,247
Indore,2024-03-14 13:00:00,86.27,145.81,68.96,11.95,1.87,58.45,28.1,49.9,10.9,0.0,1010.8,203
Mumbai,2024-03-14 14:00:00,206.84,358.77,46.81,22.27,1.39,40.01,16.3,68.1,13.8,0.0,1011.6,455
Delhi,2024-03-14 15:00:00,112.96,202.18,45.05,12.75,2.01,21.78,14.8,37.8,8.0,0.0,1006.6,257
Indore,2024-03-14 16:00:00,124.93,223.65,57.48,14.01,1.62,23.26,31.7,72.8,5.8,0.0,1018.9,287
Bhopal,2024-03-14 17:00:00,142.06,202.59,49.59,18.08,1.4,8.78,13.5,37.2,5.0,0.0,1021.7,298
Bhopal,2024-03-14 18:00:00,121.74,210.46,41.75,12.63,1.32,22.83,20.2,68.2,11.7,0.0,1014.6,272
Delhi,2024-03-14 19:00:00,187.8,311.47,56.26,16.67,1.64,38.96,14.4,47.6,11.6,0.0,1002.2,411
Bengaluru,2024-03-14 20:00:00,95.09,157.75,37.56,11.65,1.19,30.16,23.6,65.6,12.1,0.0,1016.0,211
Pune,2024-03-14 21:00:00,127.78,185.46,38.22,7.17,0.97,35.48,30.0,72.5,7.4,3.0,1021.9,267
Indore,2024-03-14 22:00:00,90.3,149.91,39.55,27.13,1.7,44.9,27.8,60.5,10.8,3.0,1005.3,201
Pune,2024-03-14 23:00:00,67.2,120.49,69.65,10.93,1.33,33.74,43.7,38.8,7.3,0.0,1017.1,166
Indore,2024-03-15 00:00:00,95.53,168.58,5.0,18.75,1.42,22.29,34.6,43.7,4.7,0.0,1010.9,206
Mumbai,2024-03-15 01:00:00,118.52,186.74,54.33,25.27,1.94,37.25,20.5,46.3,11.1,15.0,1019.5,260
Indore,2024-03-15 02:00:00,102.83,145.6,48.55,15.7,1.34,25.42,18.6,27.7,12.7,0.0,1005.1,219
Pune,2024-03-15 03:00:00,92.3,142.6,21.11,14.22,1.41,34.21,45.9,76.0,4.2,15.0,1009.4,195
Bengaluru,2024-03-15 04:00:00,63.75,110.32,52.96,21.58,1.1,56.8,34.4,59.8,4.2,0.0,1002.6,152
Indore,2024-03-15 05:00:00,116.68,196.09,55.61,27.83,1.62,34.21,31.1,39.8,7.6,0.0,1014.0,262
Indore,2024-03-15 06:00:00,59.81,94.73,57.43,11.81,1.57,62.79,27.5,81.3,10.6,3.0,1015.3,141
Mumbai,2024-03-15 07:00:00,150.4,213.88,5.57,18.95,1.85,58.04,28.9,46.8,3.9,0.0,1014.1,301
Bhopal,2024-03-15 08:00:00,123.3,193.67,69.86,7.87,1.11,29.89,16.6,62.0,8.2,0.0,1008.9,275
Bhopal,2024-03-15 09:00:00,61.7,97.95,36.2,17.25,1.17,22.44,28.1,44.8,5.6,15.0,1009.4,138
Bengaluru,2024-03-15 10:00:00,107.63,190.66,58.99,20.24,1.8,37.26,27.5,25.7,9.7,3.0,1010.0,249
Delhi,2024-03-15 11:00:00,89.91,148.94,59.86,14.02,1.53,54.15,20.7,36.2,4.9,0.0,1017.3,206
Delhi,2024-03-15 12:00:00,132.77,202.42,33.97,16.8,0.95,31.14,23.2,50.8,10.0,0.0,1003.3,281
Mumbai,2024-03-15 13:00:00,173.62,279.55,58.57,10.14,2.05,50.71,37.6,72.4,7.0,0.0,1010.0,378
Pune,2024-03-15 14:00:00,44.99,64.18,41.83,20.54,0.55,54.92,26.1,63.5,4.5,0.0,1003.2,102
Pune,2024-03-15 15:00:00,124.6,222.91,14.86,27.39,1.79,27.16,41.5,60.2,7.7,0.0,1009.5,273
Indore,2024-03-15 16:00:00,113.59,175.39,66.68,12.32,0.77,28.54,14.8,25.8,1.3,0.0,1011.9,252
Mumbai,2024-03-15 17:00:00,146.85,233.67,35.6,15.64,2.34,47.98,23.3,78.3,5.7,0.0,1024.6,314
Pune,2024-03-15 18:00:00,128.53,198.2,34.33,23.52,0.63,40.13,16.2,61.6,8.6,0.0,1008.0,273
Bhopal,2024-03-15 19:00:00,89.92,150.44,41.55,28.48,1.98,28.4,18.5,56.1,1.8,15.0,1018.2,202
Bengaluru,2024-03-15 20:00:00,107.24,178.54,52.36,9.55,1.36,33.07,21.2,76.1,0.5,0.0,1001.7,241
Delhi,2024-03-15 21:00:00,88.16,148.65,47.08,18.82,1.22,37.01,29.2,78.0,0.5,0.0,1012.2,200
Indore,2024-03-15 22:00:00,163.04,245.74,56.77,21.98,1.49,16.09,28.9,76.5,11.7,3.0,1012.2,348
Delhi,2024-03-15 23:00:00,120.85,184.45,26.57,19.29,1.72,48.72,22.2,54.0,7.3,15.0,1016.5,254
Bhopal,2024-03-16 00:00:00,196.05,284.29,36.12,2.66,0.95,31.3,11.4,41.9,5.8,15.0,1008.7,403
Indore,2024-03-16 01:00:00,117.57,195.43,46.14,23.51,0.99,5.0,37.3,73.8,10.5,0.0,1007.3,261
Bhopal,2024-03-16 02:00:00,91.66,129.79,78.37,30.64,1.72,37.67,25.0,36.2,6.2,0.0,999.5,206
Delhi,2024-03-16 03:00:00,59.45,97.45,46.18,20.82,0.55,27.62,19.2,89.2,8.4,0.0,1014.0,138
Delhi,2024-03-16 04:00:00,47.87,83.68,65.36,12.78,1.11,61.64,28.9,58.4,7.6,0.0,1008.1,122
Bhopal,2024-03-16 05:00:00,56.63,99.47,48.62,16.41,2.92,29.8,28.4,41.0,6.0,15.0,1018.2,136
Indore,2024-03-16 06:00:00,130.69,206.43,40.26,32.39,0.92,22.63,24.7,38.3,8.4,0.0,1015.1,281
Bhopal,2024-03-16 07:00:00,140.35,222.27,44.05,26.37,1.97,45.11,28.0,37.6,10.0,3.0,1019.1,303
Indore,2024-03-16 08:00:00,56.75,81.2,45.31,24.48,1.11,28.75,18.9,60.2,6.9,15.0,1006.8,127
Mumbai,2024-03-16 09:00:00,155.8,259.92,57.66,22.49,1.65,27.09,32.3,57.9,6.0,0.0,1013.2,345
Mumbai,2024-03-16 10:00:00,100.68,174.02,69.99,15.37,1.73,45.13,20.0,38.2,6.4,15.0,1013.1,235
Indore,2024-03-16 11:00:00,125.87,188.54,53.75,18.6,1.96,23.43,22.8,52.3,0.5,0.0,1009.0,271
Bhopal,2024-03-16 12:00:00,184.49,289.37,66.99,19.45,1.3,17.6,31.5,36.1,8.4,0.0,1019.4,399
Indore,2024-03-16 13:00:00,155.87,270.52,32.56,23.85,2.39,62.16,35.4,67.4,3.6,3.0,1016.7,342
Delhi,2024-03-16 14:00:00,109.26,191.3,41.37,30.56,1.11,46.11,38.1,57.1,9.5,0.0,1024.2,246
Bhopal,2024-03-16 15:00:00,84.35,126.3,36.41,27.83,1.52,34.3,34.4,51.9,7.2,0.0,1016.2,182
Pune,2024-03-16 16:00:00,33.93,54.97,53.03,10.06,1.52,37.95,24.7,37.4,7.8,15.0,1023.2,86
Indore,2024-03-16 17:00:00,91.23,134.75,42.26,21.57,0.84,45.08,16.2,53.2,9.7,0.0,1023.1,196
Delhi,2024-03-16 18:00:00,111.55,160.72,59.68,25.16,1.26,51.63,36.8,51.4,4.5,0.0,1009.1,241
Bengaluru,2024-03-16 19:00:00,80.51,142.06,33.1,24.33,1.48,27.42,36.6,63.1,8.7,0.0,1003.2,183
Delhi,2024-03-16 20:00:00,114.75,198.31,48.69,15.6,1.18,43.13,22.3,60.7,8.4,0.0,1022.1,259
Pune,2024-03-16 21:00:00,123.07,209.72,58.99,40.4,2.62,30.91,33.4,70.7,6.9,0.0,1016.2,278
Indore,2024-03-16 22:00:00,111.01,157.57,14.96,11.06,0.98,35.35,24.7,50.2,4.5,0.0,1015.1,225
Bhopal,2024-03-16 23:00:00,94.0,163.32,81.95,12.42,1.99,40.25,37.5,28.2,9.4,0.0,1009.3,225
Bhopal,2024-03-17 00:00:00,126.75,199.65,43.47,21.64,1.83,37.91,23.4,73.9,9.8,0.0,1014.4,274
Mumbai,2024-03-17 01:00:00,137.68,211.6,15.6,34.82,1.39,48.3,40.9,43.0,7.9,0.0,1018.1,286
Pune,2024-03-17 02:00:00,76.38,123.63,50.53,14.15,0.97,44.82,32.5,40.3,4.1,0.0,1016.0,174
Indore,2024-03-17 03:00:00,176.44,253.46,48.54,18.14,1.02,16.89,39.6,57.3,5.8,0.0,1008.3,367
Delhi,2024-03-17 04:00:00,116.06,197.6,46.69,27.54,1.14,18.99,23.8,62.8,7.3,0.0,1021.3,260
Delhi,2024-03-17 05:00:00,120.75,197.19,63.86,19.87,0.51,32.82,29.8,49.5,9.7,3.0,1012.7,271
Pune,2024-03-17 06:00:00,148.33,218.73,59.96,17.66,0.9,63.6,20.2,49.4,2.4,0.0,1016.1,317
Indore,2024-03-17 07:00:00,129.33,190.8,52.77,23.96,0.66,26.08,32.9,51.7,5.7,3.0,1017.0,276
Delhi,2024-03-17 08:00:00,158.13,233.03,55.2,21.91,2.07,35.08,33.3,80.7,6.2,0.0,1024.8,335
Bengaluru,2024-03-17 09:00:00,131.48,187.08,46.33,27.21,1.71,30.49,43.8,58.0,7.2,0.0,1014.5,276
Pune,2024-03-17 10:00:00,95.5,156.16,76.41,29.04,1.79,30.24,30.4,42.5,3.3,0.0,1011.7,222
Mumbai,2024-03-17 11:00:00,134.46,233.44,24.33,22.15,1.69,40.5,32.1,42.7,6.8,0.0,1023.5,294
Bhopal,2024-03-17 12:00:00,74.25,104.47,50.23,22.04,1.48,57.61,23.7,54.0,6.5,0.0,1018.6,162
Delhi,2024-03-17 13:00:00,124.34,176.52,49.04,21.5,2.13,44.38,30.8,61.8,4.2,0.0,1013.8,262
Bengaluru,2024-03-17 14:00:00,118.67,193.33,61.01,23.42,1.09,26.75,24.3,65.7,7.1,3.0,1013.5,266
Indore,2024-03-17 15:00:00,111.68,192.95,34.5,20.39,1.45,76.55,27.8,60.0,5.8,0.0,1000.2,248
Delhi,2024-03-17 16:00:00,114.86,175.81,20.1,20.0,1.77,39.1,28.2,44.5,9.1,0.0,1011.5,240
Pune,2024-03-17 17:00:00,44.73,68.87,50.51,28.38,0.74,29.92,24.5,51.2,4.7,0.0,1003.6,107
Indore,2024-03-17 18:00:00,98.05,160.66,52.5,30.61,2.95,57.77,27.4,69.7,7.8,0.0,996.0,220
Bengaluru,2024-03-17 19:00:00,123.71,186.77,71.83,9.45,1.41,31.43,24.4,39.7,4.9,0.0,1008.4,273
Bengaluru,2024-03-17 20:00:00,126.39,178.3,27.67,20.07,1.47,61.28,24.3,50.5,5.6,15.0,1003.7,259
Bhopal,2024-03-17 21:00:00,78.89,133.65,66.48,15.18,2.03,25.81,34.5,67.6,8.5,0.0,1009.9,187
Indore,2024-03-17 22:00:00,170.63,281.58,85.88,17.82,1.86,58.02,28.2,72.0,8.3,15.0,1013.8,383
Mumbai,2024-03-17 23:00:00,85.35,139.32,41.96,22.82,1.42,40.81,29.4,54.9,6.2,0.0,1015.1,191
Bhopal,2024-03-18 00:00:00,158.78,269.39,27.34,24.69,1.47,56.07,16.8,51.4,6.6,0.0,1011.3,344
Indore,2024-03-18 01:00:00,137.09,228.95,41.49,19.22,0.65,64.62,30.0,36.8,2.8,3.0,1004.3,301
Indore,2024-03-18 02:00:00,94.15,139.56,48.22,6.61,1.12,22.14,30.7,66.4,12.0,0.0,1011.3,204
Bengaluru,2024-03-18 03:00:00,191.01,294.35,57.02,13.24,1.66,55.86,24.2,79.1,9.7,3.0,1005.6,407
Pune,2024-03-18 04:00:00,72.25,104.8,38.54,26.28,1.62,18.28,41.6,98.0,9.6,15.0,1020.4,156
Bengaluru,2024-03-18 05:00:00,156.77,227.62,72.88,2.0,2.01,23.34,11.0,64.2,2.4,0.0,1011.1,336
Indore,2024-03-18 06:00:00,160.02,267.32,30.17,28.31,1.34,26.75,32.5,57.2,5.6,0.0,1005.2,345
Pune,2024-03-18 07:00:00,93.18,162.45,20.17,23.65,0.71,45.05,32.0,43.3,6.4,15.0,1005.7,205
Pune,2024-03-18 08:00:00,175.7,313.64,65.71,29.21,1.93,38.46,30.8,27.9,1.3,15.0,1012.0,398
Bengaluru,2024-03-18 09:00:00,110.0,181.64,11.61,18.61,2.12,35.66,28.2,60.8,10.3,0.0,1012.3,234
Indore,2024-03-18 10:00:00,131.55,193.85,44.73,5.57,1.85,40.05,30.9,95.6,12.2,0.0,1010.8,278
Indore,2024-03-18 11:00:00,130.41,188.09,97.88,23.01,1.32,46.28,33.1,78.3,14.1,0.0,1018.0,290
Pune,2024-03-18 12:00:00,114.63,197.75,47.81,28.92,1.92,47.36,21.9,75.9,4.2,3.0,1006.2,258
Bhopal,2024-03-18 13:00:00,152.43,248.69,30.07,26.47,3.11,53.32,29.1,61.9,7.9,15.0,1018.0,327
Bhopal,2024-03-18 14:00:00,151.74,249.96,47.08,15.36,1.46,63.48,25.7,63.8,11.7,0.0,1011.4,331
Mumbai,2024-03-18 15:00:00,50.06,85.73,47.19,20.61,0.74,37.7,19.3,19.2,6.7,3.0,1017.2,120
Bhopal,2024-03-18 16:00:00,172.17,289.48,50.57,16.27,1.11,30.7,32.0,70.2,5.7,0.0,1008.2,378
Delhi,2024-03-18 17:00:00,53.5,92.76,58.6,14.27,1.71,46.59,23.0,48.7,1.5,0.0,1016.7,132
Delhi,2024-03-18 18:00:00,161.3,229.45,31.37,26.69,0.6,21.98,16.5,46.8,11.1,0.0,1007.2,330
Bengaluru,2024-03-18 19:00:00,165.07,280.45,75.0,11.62,1.48,28.5,23.2,52.8,7.4,0.0,1021.9,372
Pune,2024-03-18 20:00:00,76.36,132.89,51.92,13.74,1.59,51.99,21.4,52.3,5.2,0.0,1011.5,178
Delhi,2024-03-18 21:00:00,103.57,156.85,59.63,12.27,2.17,36.26,34.2,46.5,8.4,0.0,1009.4,228
Bhopal,2024-03-18 22:00:00,75.77,125.49,37.95,9.57,2.06,21.09,28.1,58.2,8.0,0.0,1005.0,170
Pune,2024-03-18 23:00:00,111.4,169.96,68.58,21.02,1.83,17.14,36.7,49.1,8.0,0.0,1013.0,247
Mumbai,2024-03-19 00:00:00,107.68,192.01,43.89,28.13,0.32,38.68,22.3,59.6,6.8,3.0,1011.1,245
Indore,2024-03-19 01:00:00,151.19,213.68,52.44,18.71,1.86,53.99,33.1,34.2,12.7,3.0,1004.0,316
Mumbai,2024-03-19 02:00:00,172.41,281.36,33.07,9.46,1.75,53.8,46.0,54.6,7.1,3.0,1007.6,369
Bhopal,2024-03-19 03:00:00,175.83,257.87,32.05,25.88,1.53,39.55,29.5,40.5,12.7,0.0,1000.3,363
Bhopal,2024-03-19 04:00:00,97.51,164.3,59.01,31.8,0.53,66.12,33.0,47.7,9.3,0.0,1005.2,223
Bhopal,2024-03-19 05:00:00,111.63,164.14,40.9,15.48,1.01,36.53,31.9,60.3,8.6,0.0,1011.3,237
Bengaluru,2024-03-19 06:00:00,52.66,78.69,34.34,16.65,0.82,36.06,17.0,32.3,7.1,0.0,1014.1,117
Delhi,2024-03-19 07:00:00,87.77,140.23,37.71,23.61,0.39,5.0,31.1,44.8,10.6,0.0,1010.1,193
Bhopal,2024-03-19 08:00:00,158.59,280.07,59.18,31.35,1.4,31.74,29.1,67.1,7.9,0.0,1014.8,358
Indore,2024-03-19 09:00:00,184.62,274.11,37.94,16.36,1.0,49.93,25.2,35.4,4.5,15.0,1006.2,384
Delhi,2024-03-19 10:00:00,70.63,102.95,46.12,10.67,2.71,59.9,20.8,86.4,4.4,0.0,1014.7,156
Delhi,2024-03-19 11:00:00,96.3,164.06,48.24,24.42,1.32,26.38,31.9,77.3,8.9,0.0,1011.5,218
Bengaluru,2024-03-19 12:00:00,118.94,190.34,17.32,25.59,2.05,44.47,20.2,50.1,4.6,3.0,1010.8,251
Mumbai,2024-03-19 13:00:00,131.21,231.54,24.46,20.04,0.62,52.66,41.9,45.4,7.3,0.0,1012.0,289
Pune,2024-03-19 14:00:00,87.62,127.8,53.38,16.09,1.13,38.16,27.8,61.2,10.9,3.0,1008.4,192
Delhi,2024-03-19 15:00:00,136.96,227.13,36.21,26.96,1.45,6.03,18.4,34.8,8.5,0.0,1002.8,298
Delhi,2024-03-19 16:00:00,101.05,150.88,64.91,23.7,0.95,41.46,23.4,26.0,5.2,0.0,1005.7,224
Bhopal,2024-03-19 17:00:00,119.42,174.68,63.47,14.62,1.19,48.66,25.1,50.7,12.0,3.0,1003.5,259
Indore,2024-03-19 18:00:00,141.85,237.37,59.51,20.34,1.29,24.74,43.9,55.9,9.3,0.0,1010.6,316
Bhopal,2024-03-19 19:00:00,120.26,196.92,77.12,10.54,1.28,34.44,20.8,59.5,10.8,0.0,1016.1,274
Indore,2024-03-19 20:00:00,102.54,174.52,46.67,24.8,2.33,21.82,26.2,48.2,0.5,3.0,1020.9,231
Delhi,2024-03-19 21:00:00,115.62,176.17,58.38,18.16,1.59,5.0,23.2,78.4,8.6,0.0,1009.2,253
Indore,2024-03-19 22:00:00,116.47,183.92,38.65,16.95,1.64,52.38,30.5,34.1,10.2,0.0,1011.0,252
Bhopal,2024-03-19 23:00:00,105.2,164.34,87.24,19.77,1.67,37.95,23.3,39.8,12.9,3.0,1023.3,242
Bhopal,2024-03-20 00:00:00,109.65,196.67,79.74,20.28,1.71,60.37,19.0,65.8,2.8,0.0,1009.6,260
Mumbai,2024-03-20 01:00:00,183.95,279.03,48.19,26.26,1.36,50.0,25.6,39.4,11.4,0.0,1008.2,388
Bengaluru,2024-03-20 02:00:00,142.44,216.21,54.19,24.14,1.24,33.04,24.9,38.8,12.8,3.0,1011.2,306
Mumbai,2024-03-20 03:00:00,108.18,166.8,69.75,18.91,1.48,36.84,22.9,60.0,1.0,0.0,1009.5,242
Delhi,2024-03-20 04:00:00,147.88,240.43,45.65,25.35,1.98,45.93,23.2,41.1,9.0,0.0,1007.9,322
Indore,2024-03-20 05:00:00,106.65,160.07,37.49,22.81,1.96,51.54,35.3,55.9,9.5,0.0,1003.6,227
Bhopal,2024-03-20 06:00:00,166.92,294.81,61.98,17.01,1.28,42.52,24.8,46.8,6.5,0.0,1021.6,377
Bhopal,2024-03-20 07:00:00,134.79,203.02,49.26,19.13,1.78,53.48,19.1,44.2,5.9,15.0,1015.3,288
Bhopal,2024-03-20 08:00:00,115.71,203.45,50.93,18.96,1.3,33.85,23.8,24.4,9.6,0.0,1021.7,263
Pune,2024-03-20 09:00:00,137.91,198.78,34.65,23.54,1.42,24.04,27.4,60.2,5.5,15.0,1017.7,286
